,user_id,action_1,action_2,action_3,action_4,action_5,prev,current_tariff,prepayment,total,will_stay
49405,user_26601,0.0,9.0,4.0,0.0,0.0,6,tariff_15,False,13.0,1
49406,user_26603,0.0,17.0,1.0,0.0,0.0,3,tariff_25,False,18.0,0
49407,user_26605,0.0,67.0,20.0,3.0,0.0,5,tariff_15,False,90.0,1
49408,user_26607,0.0,10.0,2.0,0.0,0.0,2,tariff_15,False,12.0,1
49409,user_26608,0.0,85.0,2.0,1.0,1.0,5,tariff_25,False,89.0,1
49410,user_26611,0.0,21.0,5.0,0.0,0.0,3,tariff_14,True,26.0,1
49411,user_26613,0.0,3.0,1.0,0.0,1.0,1,tariff_25,False,5.0,0
49412,user_26616,0.0,5.0,5.0,0.0,0.0,1,tariff_10,False,10.0,0
49413,user_2662,0.0,6.0,5.0,0.0,0.0,2,tariff_15,False,11.0,1
49414,user_26620,0.0,17.0,9.0,0.0,0.0,4,tariff_7,True,26.0,1
49415,user_26624,2.0,78.0,8.0,3.0,0.0,6,tariff_15,False,91.0,1
49416,user_26625,0.0,11.0,6.0,0.0,0.0,6,tariff_25,False,17.0,1
49417,user_26631,0.0,98.0,98.0,0.0,0.0,6,tariff_25,True,196.0,1
49418,user_26633,0.0,42.0,7.0,1.0,0.0,7,tariff_15,True,50.0,1
49419,user_26636,0.0,7.0,3.0,0.0,0.0,4,tariff_14,True,10.0,1
49420,user_26638,0.0,11.0,1.0,0.0,0.0,2,tariff_2,False,12.0,1
49421,user_26648,0.0,16.0,3.0,0.0,1.0,2,tariff_25,False,20.0,1
49422,user_26649,0.0,119.0,13.0,2.0,0.0,7,tariff_15,False,134.0,1
49423,user_2665,0.0,18.0,3.0,0.0,0.0,6,tariff_7,True,21.0,1
49424,user_26652,0.0,79.0,5.0,0.0,1.0,7,tariff_2,False,85.0,1
49425,user_26654,0.0,3.0,1.0,0.0,0.0,3,tariff_25,False,4.0,1
49426,user_26657,0.0,1.0,0.0,0.0,0.0,1,tariff_25,False,1.0,0
49427,user_2666,0.0,2.0,1.0,0.0,0.0,2,tariff_20,False,3.0,0
49428,user_26661,0.0,19.0,1.0,0.0,0.0,7,tariff_7,True,20.0,1
49429,user_26664,0.0,1.0,1.0,1.0,0.0,2,tariff_25,False,3.0,1
49430,user_26667,0.0,9.0,4.0,1.0,0.0,5,tariff_25,True,14.0,1
49431,user_26669,0.0,28.0,7.0,0.0,1.0,5,tariff_15,True,36.0,0
49432,user_2667,0.0,2.0,1.0,0.0,0.0,2,tariff_25,False,3.0,1
49433,user_26679,0.0,12.0,2.0,1.0,1.0,3,tariff_20,False,16.0,0
49434,user_2668,0.0,11.0,2.0,5.0,0.0,5,tariff_24,True,18.0,1
49435,user_26685,0.0,28.0,5.0,1.0,0.0,2,tariff_25,True,34.0,1
49436,user_26689,0.0,12.0,3.0,0.0,0.0,1,tariff_25,False,15.0,1
49437,user_2669,0.0,7.0,4.0,0.0,0.0,2,tariff_1,False,11.0,1
49438,user_2670,0.0,2.0,0.0,0.0,0.0,4,tariff_25,True,2.0,0
49439,user_26701,0.0,117.0,84.0,16.0,0.0,3,tariff_1,False,217.0,1
49440,user_26705,0.0,17.0,10.0,4.0,0.0,6,tariff_20,False,31.0,1
49441,user_26710,0.0,3.0,1.0,0.0,0.0,1,tariff_25,False,4.0,0
49442,user_26717,0.0,7.0,2.0,0.0,0.0,1,tariff_25,False,9.0,0
49443,user_26718,0.0,16.0,1.0,0.0,0.0,6,tariff_25,False,17.0,0
49444,user_26726,0.0,4.0,3.0,0.0,0.0,3,tariff_25,True,7.0,1
49445,user_26730,0.0,12.0,3.0,0.0,0.0,5,tariff_7,True,15.0,0
49446,user_26731,0.0,13.0,0.0,0.0,1.0,1,tariff_25,False,14.0,0
49447,user_26733,0.0,6.0,1.0,0.0,0.0,2,tariff_25,False,7.0,0
49448,user_26734,0.0,2.0,1.0,1.0,0.0,5,tariff_25,False,4.0,0
49449,user_26741,0.0,5.0,6.0,0.0,0.0,6,tariff_15,True,11.0,1
49450,user_26751,0.0,2.0,1.0,0.0,0.0,1,tariff_15,False,3.0,0
49451,user_26752,0.0,1003.0,629.0,230.0,0.0,6,tariff_17,False,1862.0,1
49452,user_26756,0.0,22.0,9.0,0.0,0.0,6,tariff_25,True,31.0,0
49453,user_26757,0.0,14.0,1.0,4.0,0.0,7,tariff_25,True,19.0,1
49454,user_2676,0.0,20.0,1.0,0.0,0.0,1,tariff_25,False,21.0,0
49455,user_26760,0.0,1.0,0.0,0.0,0.0,3,tariff_25,False,1.0,0
49456,user_26773,0.0,149.0,142.0,54.0,0.0,6,tariff_13,False,345.0,1
49457,user_26780,0.0,4.0,2.0,0.0,0.0,2,tariff_4,False,6.0,1
49458,user_26785,0.0,48.0,20.0,0.0,0.0,5,tariff_24,False,68.0,1
49459,user_26788,0.0,2.0,2.0,0.0,0.0,6,tariff_25,False,4.0,1
49460,user_2679,0.0,11.0,1.0,0.0,0.0,3,tariff_4,False,12.0,0
49461,user_26796,0.0,3.0,2.0,1.0,0.0,6,tariff_10,False,6.0,1
49462,user_26799,0.0,12.0,5.0,2.0,0.0,5,tariff_25,False,19.0,1
49463,user_268,0.0,6.0,4.0,1.0,2.0,3,tariff_25,True,13.0,0
49464,user_26800,0.0,9.0,9.0,0.0,0.0,3,tariff_10,False,18.0,0
49465,user_26811,0.0,12.0,3.0,0.0,0.0,5,tariff_15,True,15.0,0
49466,user_2682,0.0,24.0,1.0,1.0,0.0,4,tariff_15,False,26.0,1
49467,user_26821,0.0,1.0,1.0,1.0,0.0,1,tariff_25,False,3.0,0
49468,user_26826,0.0,23.0,1.0,0.0,0.0,2,tariff_12,False,24.0,0
49469,user_26828,0.0,3.0,1.0,0.0,0.0,1,tariff_20,False,4.0,0
49470,user_26829,0.0,5.0,0.0,0.0,0.0,6,tariff_15,False,5.0,1
49471,user_26831,0.0,3.0,1.0,1.0,0.0,1,tariff_25,False,5.0,0
49472,user_26837,0.0,23.0,19.0,4.0,0.0,7,tariff_1,False,46.0,0
49473,user_2684,0.0,6.0,0.0,2.0,0.0,3,tariff_15,True,8.0,0
49474,user_26843,0.0,6.0,3.0,0.0,0.0,7,tariff_7,True,9.0,1
49475,user_26844,0.0,21.0,2.0,1.0,0.0,4,tariff_25,True,24.0,1
49476,user_26849,0.0,4.0,4.0,0.0,0.0,7,tariff_20,False,8.0,0
49477,user_26852,1.0,0.0,0.0,0.0,0.0,4,tariff_11,True,1.0,0
49478,user_26855,0.0,6.0,6.0,4.0,0.0,4,tariff_25,False,16.0,1
49479,user_26858,0.0,11.0,5.0,2.0,0.0,7,tariff_25,False,18.0,1
49480,user_2686,0.0,37.0,1.0,0.0,0.0,7,tariff_7,True,38.0,1
49481,user_26864,0.0,5.0,3.0,1.0,0.0,1,tariff_15,False,9.0,0
49482,user_26868,0.0,125.0,11.0,2.0,1.0,5,tariff_10,False,139.0,0
49483,user_2687,0.0,7.0,1.0,0.0,0.0,1,tariff_10,False,8.0,0
49484,user_26876,0.0,1.0,1.0,0.0,0.0,2,tariff_25,False,2.0,0
49485,user_26879,0.0,12.0,9.0,0.0,0.0,2,tariff_25,False,21.0,1
49486,user_26887,0.0,28.0,1.0,1.0,0.0,3,tariff_4,False,30.0,0
49487,user_26888,0.0,73.0,14.0,1.0,0.0,6,tariff_7,True,88.0,1
49488,user_26889,0.0,67.0,27.0,2.0,0.0,4,tariff_7,True,96.0,1
49489,user_26890,0.0,277.0,16.0,0.0,0.0,2,tariff_15,False,293.0,0
49490,user_26896,0.0,16.0,1.0,0.0,0.0,2,tariff_25,False,17.0,0
49491,user_26899,0.0,5.0,1.0,0.0,0.0,4,tariff_14,False,6.0,1
49492,user_26911,2.0,0.0,0.0,0.0,0.0,2,tariff_21,True,2.0,1
49493,user_26922,0.0,5.0,4.0,1.0,0.0,1,tariff_25,False,10.0,1
49494,user_26927,2.0,108.0,10.0,0.0,0.0,5,tariff_15,True,120.0,1
49495,user_26930,4.0,1.0,0.0,0.0,0.0,7,tariff_6,True,5.0,1
49496,user_26931,0.0,21.0,9.0,0.0,0.0,5,tariff_15,False,30.0,1
49497,user_26936,0.0,37.0,4.0,1.0,2.0,7,tariff_7,True,44.0,1
49498,user_26941,0.0,5.0,3.0,0.0,0.0,1,tariff_25,False,8.0,0
49499,user_26950,0.0,18.0,4.0,0.0,0.0,1,tariff_15,False,22.0,0
49500,user_26951,0.0,12.0,4.0,0.0,0.0,1,tariff_25,False,16.0,1
49501,user_26962,0.0,21.0,0.0,0.0,0.0,3,tariff_7,True,21.0,1
49502,user_26974,0.0,4.0,3.0,0.0,0.0,3,tariff_25,False,7.0,1
49503,user_26988,0.0,5.0,4.0,1.0,0.0,1,tariff_4,False,10.0,1
49504,user_26989,0.0,98.0,22.0,3.0,0.0,3,tariff_17,False,123.0,1
49505,user_27001,0.0,13.0,8.0,0.0,0.0,3,tariff_15,True,21.0,0
49506,user_27002,0.0,30.0,5.0,0.0,0.0,2,tariff_15,False,35.0,1
49507,user_27007,0.0,3.0,0.0,0.0,0.0,3,tariff_25,True,3.0,0
49508,user_27020,0.0,30.0,14.0,3.0,0.0,6,tariff_1,False,47.0,1
49509,user_27024,0.0,5.0,4.0,3.0,0.0,5,tariff_7,True,12.0,0
49510,user_27026,0.0,2.0,2.0,0.0,0.0,5,tariff_15,False,4.0,1
49511,user_27039,0.0,4.0,1.0,1.0,0.0,2,tariff_25,False,6.0,1
49512,user_27041,0.0,1.0,1.0,1.0,1.0,3,tariff_20,False,4.0,0
49513,user_27042,0.0,48.0,38.0,21.0,0.0,7,tariff_26,False,107.0,1
49514,user_27048,0.0,14.0,1.0,0.0,1.0,7,tariff_14,False,16.0,1
49515,user_27052,0.0,11.0,1.0,0.0,0.0,1,tariff_25,False,12.0,0
49516,user_27063,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,1
49517,user_27064,0.0,5.0,4.0,0.0,0.0,4,tariff_25,False,9.0,0
49518,user_27065,0.0,4.0,4.0,0.0,0.0,2,tariff_25,False,8.0,0
49519,user_27068,0.0,16.0,6.0,1.0,0.0,6,tariff_25,True,23.0,1
49520,user_27070,0.0,4.0,2.0,0.0,1.0,2,tariff_20,False,7.0,0
49521,user_27073,0.0,2.0,1.0,0.0,0.0,4,tariff_25,False,3.0,0
49522,user_27081,0.0,192.0,49.0,13.0,0.0,3,tariff_2,False,254.0,1
49523,user_27084,0.0,133.0,126.0,47.0,0.0,7,tariff_14,True,306.0,1
49524,user_2709,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,0
49525,user_27091,0.0,10.0,4.0,0.0,1.0,2,tariff_15,False,15.0,0
49526,user_27092,0.0,9.0,2.0,1.0,0.0,3,tariff_25,False,12.0,0
49527,user_27095,0.0,113.0,63.0,16.0,0.0,6,tariff_17,False,192.0,1
49528,user_27097,0.0,43.0,7.0,0.0,0.0,4,tariff_15,True,50.0,0
49529,user_27099,0.0,3.0,1.0,0.0,0.0,1,tariff_25,False,4.0,0
49530,user_27104,0.0,4.0,2.0,1.0,0.0,1,tariff_10,False,7.0,0
49531,user_27105,0.0,10.0,1.0,0.0,0.0,1,tariff_4,False,11.0,1
49532,user_27107,0.0,4.0,2.0,0.0,0.0,6,tariff_25,True,6.0,1
49533,user_27114,0.0,26.0,4.0,0.0,0.0,7,tariff_15,True,30.0,1
49534,user_2712,0.0,15.0,3.0,0.0,0.0,2,tariff_26,False,18.0,1
49535,user_27122,0.0,39.0,10.0,3.0,0.0,7,tariff_14,True,52.0,1
49536,user_27123,0.0,2.0,0.0,0.0,0.0,4,tariff_25,True,2.0,0
49537,user_27127,0.0,26.0,2.0,0.0,0.0,2,tariff_10,False,28.0,0
49538,user_27139,18.0,0.0,0.0,0.0,0.0,5,tariff_15,True,18.0,1
49539,user_27146,0.0,9.0,4.0,0.0,0.0,5,tariff_15,True,13.0,1
49540,user_27150,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
49541,user_27151,14.0,0.0,0.0,0.0,0.0,6,tariff_15,False,14.0,1
49542,user_27155,22.0,0.0,0.0,0.0,0.0,6,tariff_6,False,22.0,1
49543,user_27159,0.0,1.0,1.0,0.0,0.0,3,tariff_25,True,2.0,0
49544,user_27160,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,1
49545,user_27167,0.0,176.0,17.0,2.0,0.0,7,tariff_17,False,195.0,1
49546,user_27177,0.0,26.0,10.0,0.0,0.0,1,tariff_15,False,36.0,1
49547,user_27179,0.0,14.0,14.0,0.0,0.0,4,tariff_14,True,28.0,1
49548,user_27180,0.0,1.0,1.0,1.0,0.0,1,tariff_20,False,3.0,0
49549,user_27182,0.0,80.0,29.0,0.0,0.0,2,tariff_15,True,109.0,1
49550,user_2719,0.0,12.0,1.0,0.0,0.0,1,tariff_25,False,13.0,0
49551,user_27198,0.0,69.0,9.0,0.0,3.0,6,tariff_1,False,81.0,0
49552,user_27202,0.0,6.0,5.0,2.0,0.0,6,tariff_10,False,13.0,1
49553,user_27203,0.0,5.0,2.0,2.0,0.0,7,tariff_15,False,9.0,1
49554,user_27205,0.0,20.0,1.0,0.0,0.0,4,tariff_25,True,21.0,1
49555,user_27209,0.0,5.0,1.0,0.0,0.0,2,tariff_25,False,6.0,1
49556,user_27210,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
49557,user_27214,0.0,24.0,5.0,2.0,0.0,5,tariff_15,False,31.0,1
49558,user_27216,0.0,1.0,1.0,0.0,0.0,1,tariff_4,False,2.0,0
49559,user_27219,0.0,12.0,3.0,0.0,0.0,7,tariff_7,True,15.0,1
49560,user_27221,0.0,3.0,2.0,0.0,0.0,3,tariff_25,False,5.0,0
49561,user_27222,0.0,3.0,3.0,0.0,0.0,7,tariff_14,False,6.0,1
49562,user_27224,0.0,6.0,2.0,0.0,0.0,2,tariff_26,False,8.0,1
49563,user_27227,0.0,28.0,8.0,0.0,0.0,6,tariff_15,False,36.0,1
49564,user_27239,0.0,14.0,2.0,0.0,0.0,1,tariff_4,False,16.0,1
49565,user_2724,0.0,101.0,54.0,1.0,0.0,6,tariff_11,False,156.0,1
49566,user_27244,0.0,8.0,0.0,0.0,0.0,2,tariff_2,True,8.0,0
49567,user_27247,0.0,19.0,2.0,1.0,0.0,2,tariff_10,False,22.0,0
49568,user_27254,0.0,7.0,0.0,0.0,0.0,3,tariff_2,True,7.0,1
49569,user_27255,0.0,76.0,15.0,0.0,0.0,1,tariff_15,False,91.0,0
49570,user_27256,0.0,6.0,1.0,0.0,0.0,6,tariff_15,True,7.0,1
49571,user_27259,0.0,40.0,2.0,1.0,0.0,7,tariff_15,True,43.0,1
49572,user_2726,0.0,7.0,5.0,1.0,0.0,6,tariff_7,True,13.0,1
49573,user_27267,0.0,153.0,1.0,0.0,0.0,3,tariff_7,True,154.0,1
49574,user_27282,0.0,19.0,0.0,0.0,0.0,6,tariff_11,False,19.0,1
49575,user_27283,0.0,12.0,9.0,4.0,0.0,6,tariff_25,False,25.0,1
49576,user_27285,0.0,1.0,0.0,0.0,0.0,7,tariff_25,False,1.0,1
49577,user_27287,0.0,74.0,4.0,0.0,0.0,5,tariff_2,False,78.0,0
49578,user_27289,0.0,15.0,7.0,0.0,0.0,4,tariff_24,True,22.0,1
49579,user_2729,0.0,10.0,9.0,0.0,0.0,1,tariff_25,False,19.0,1
49580,user_27304,0.0,3.0,2.0,0.0,0.0,1,tariff_25,False,5.0,0
49581,user_27309,0.0,15.0,4.0,1.0,0.0,6,tariff_15,False,20.0,0
49582,user_2731,0.0,19.0,8.0,3.0,0.0,3,tariff_7,True,30.0,1
49583,user_27313,0.0,72.0,9.0,0.0,0.0,1,tariff_15,False,81.0,1
49584,user_27315,0.0,1.0,1.0,0.0,0.0,1,tariff_4,False,2.0,0
49585,user_27317,0.0,3.0,2.0,1.0,0.0,6,tariff_25,False,6.0,1
49586,user_27320,0.0,1.0,1.0,0.0,0.0,2,tariff_20,False,2.0,1
49587,user_27325,0.0,6.0,5.0,0.0,0.0,1,tariff_26,False,11.0,0
49588,user_27326,0.0,11.0,1.0,0.0,0.0,2,tariff_15,False,12.0,0
49589,user_27327,0.0,8.0,6.0,3.0,0.0,7,tariff_2,False,17.0,1
49590,user_27328,0.0,16.0,6.0,1.0,0.0,4,tariff_15,False,23.0,1
49591,user_2733,2.0,0.0,0.0,0.0,0.0,6,tariff_15,False,2.0,0
49592,user_27336,0.0,49.0,15.0,1.0,0.0,3,tariff_2,False,65.0,0
49593,user_27342,0.0,60.0,5.0,0.0,0.0,5,tariff_4,False,65.0,1
49594,user_27343,0.0,7.0,2.0,0.0,0.0,1,tariff_25,False,9.0,1
49595,user_27346,0.0,2.0,0.0,0.0,0.0,4,tariff_25,True,2.0,1
49596,user_27351,0.0,1.0,0.0,0.0,0.0,1,tariff_25,False,1.0,0
49597,user_27352,0.0,9.0,2.0,0.0,0.0,6,tariff_7,True,11.0,1
49598,user_27359,0.0,2.0,1.0,0.0,0.0,2,tariff_4,False,3.0,0
49599,user_27376,0.0,54.0,39.0,2.0,0.0,7,tariff_10,False,95.0,1
49600,user_27380,0.0,32.0,20.0,9.0,0.0,5,tariff_13,False,61.0,1
49601,user_27387,0.0,1.0,0.0,0.0,0.0,2,tariff_25,True,1.0,0
49602,user_27388,0.0,88.0,1.0,0.0,0.0,1,tariff_15,False,89.0,0
49603,user_27389,0.0,1.0,1.0,0.0,0.0,4,tariff_14,False,2.0,1
49604,user_2739,0.0,6.0,3.0,0.0,0.0,5,tariff_25,False,9.0,1
49605,user_274,0.0,1.0,0.0,0.0,0.0,1,tariff_25,False,1.0,0
49606,user_27400,0.0,12.0,10.0,3.0,0.0,5,tariff_26,False,25.0,1
49607,user_27401,0.0,71.0,30.0,1.0,0.0,1,tariff_15,False,102.0,0
49608,user_27408,0.0,8.0,4.0,1.0,0.0,2,tariff_25,True,13.0,1
49609,user_27415,0.0,30.0,6.0,2.0,0.0,7,tariff_7,True,38.0,1
49610,user_27417,0.0,14.0,0.0,0.0,0.0,1,tariff_2,True,14.0,0
49611,user_27418,0.0,24.0,3.0,3.0,0.0,5,tariff_15,False,30.0,1
49612,user_2743,0.0,37.0,8.0,0.0,1.0,6,tariff_15,False,46.0,1
49613,user_27436,0.0,11.0,5.0,1.0,0.0,1,tariff_25,False,17.0,1
49614,user_27438,0.0,17.0,1.0,0.0,0.0,1,tariff_25,False,18.0,1
49615,user_27441,0.0,41.0,26.0,16.0,0.0,5,tariff_25,True,83.0,1
49616,user_27444,0.0,2.0,1.0,0.0,0.0,1,tariff_25,True,3.0,0
49617,user_27445,0.0,9.0,5.0,1.0,0.0,2,tariff_25,False,15.0,1
49618,user_27452,0.0,14.0,1.0,0.0,0.0,2,tariff_25,False,15.0,0
49619,user_27453,0.0,3.0,2.0,2.0,0.0,2,tariff_4,False,7.0,1
49620,user_27455,0.0,31.0,8.0,0.0,0.0,4,tariff_15,False,39.0,1
49621,user_27459,0.0,10.0,5.0,0.0,0.0,1,tariff_25,False,15.0,0
49622,user_27461,0.0,2.0,1.0,0.0,0.0,1,tariff_10,False,3.0,0
49623,user_27465,0.0,6.0,3.0,0.0,0.0,4,tariff_7,True,9.0,1
49624,user_27471,0.0,8.0,5.0,0.0,0.0,4,tariff_1,False,13.0,1
49625,user_27474,0.0,18.0,1.0,0.0,0.0,5,tariff_15,False,19.0,1
49626,user_27476,0.0,7.0,0.0,0.0,0.0,4,tariff_25,True,7.0,0
49627,user_27479,0.0,12.0,3.0,0.0,0.0,1,tariff_15,False,15.0,1
49628,user_27483,0.0,45.0,31.0,6.0,0.0,7,tariff_20,False,82.0,1
49629,user_27485,0.0,87.0,12.0,1.0,0.0,3,tariff_15,False,100.0,0
49630,user_27487,0.0,19.0,6.0,0.0,0.0,6,tariff_10,False,25.0,1
49631,user_27494,0.0,10.0,1.0,0.0,0.0,1,tariff_25,False,11.0,1
49632,user_27496,0.0,1.0,0.0,0.0,0.0,1,tariff_25,False,1.0,0
49633,user_27497,4.0,12.0,2.0,0.0,0.0,4,tariff_6,False,18.0,1
49634,user_2750,0.0,3.0,2.0,1.0,0.0,3,tariff_25,False,6.0,1
49635,user_27508,0.0,7.0,1.0,0.0,0.0,2,tariff_25,False,8.0,1
49636,user_27531,0.0,3.0,3.0,0.0,0.0,6,tariff_25,False,6.0,1
49637,user_27532,0.0,4.0,0.0,0.0,0.0,3,tariff_15,True,4.0,0
49638,user_27535,0.0,4.0,3.0,1.0,0.0,3,tariff_20,False,8.0,0
49639,user_27536,0.0,7.0,4.0,0.0,2.0,2,tariff_1,False,13.0,0
49640,user_27543,0.0,86.0,15.0,0.0,0.0,4,tariff_15,False,101.0,1
49641,user_27544,0.0,14.0,4.0,0.0,0.0,2,tariff_10,False,18.0,0
49642,user_27557,0.0,52.0,10.0,2.0,0.0,4,tariff_14,True,64.0,1
49643,user_27572,0.0,2.0,0.0,0.0,0.0,4,tariff_15,False,2.0,1
49644,user_27573,0.0,8.0,1.0,0.0,0.0,7,tariff_7,True,9.0,1
49645,user_27578,0.0,3.0,1.0,0.0,0.0,3,tariff_4,False,4.0,0
49646,user_27579,0.0,9.0,1.0,0.0,0.0,2,tariff_25,False,10.0,1
49647,user_27583,0.0,40.0,2.0,0.0,0.0,4,tariff_10,False,42.0,1
49648,user_27587,0.0,97.0,16.0,7.0,0.0,6,tariff_25,False,120.0,1
49649,user_27589,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,0
49650,user_27600,0.0,2.0,0.0,0.0,0.0,7,tariff_7,True,2.0,1
49651,user_27602,0.0,0.0,1.0,1.0,0.0,4,tariff_10,True,2.0,0
49652,user_27606,0.0,3.0,1.0,0.0,0.0,2,tariff_25,False,4.0,1
49653,user_27610,0.0,3.0,1.0,3.0,0.0,6,tariff_25,True,7.0,1
49654,user_27617,0.0,34.0,2.0,1.0,0.0,1,tariff_10,False,37.0,0
49655,user_27624,0.0,9.0,8.0,5.0,0.0,7,tariff_25,False,22.0,1
49656,user_27627,0.0,10.0,5.0,2.0,0.0,3,tariff_25,False,17.0,0
49657,user_27633,0.0,14.0,3.0,0.0,0.0,1,tariff_4,False,17.0,0
49658,user_27634,0.0,1.0,0.0,1.0,0.0,3,tariff_25,True,2.0,0
49659,user_27638,0.0,77.0,13.0,3.0,3.0,6,tariff_11,True,96.0,1
49660,user_2764,0.0,134.0,18.0,5.0,0.0,4,tariff_7,True,157.0,1
49661,user_27644,0.0,2.0,2.0,3.0,0.0,7,tariff_25,True,7.0,0
49662,user_27645,0.0,10.0,9.0,0.0,0.0,6,tariff_14,True,19.0,1
49663,user_27646,0.0,14.0,3.0,0.0,0.0,5,tariff_25,True,17.0,1
49664,user_27648,0.0,51.0,12.0,2.0,0.0,4,tariff_14,True,65.0,1
49665,user_27650,0.0,6.0,1.0,0.0,0.0,4,tariff_20,False,7.0,1
49666,user_27654,0.0,1.0,1.0,0.0,1.0,6,tariff_25,False,3.0,1
49667,user_27655,0.0,2.0,1.0,0.0,0.0,2,tariff_25,False,3.0,0
49668,user_27657,0.0,9.0,4.0,0.0,0.0,6,tariff_11,True,13.0,1
49669,user_27660,0.0,1.0,0.0,0.0,0.0,5,tariff_14,True,1.0,0
49670,user_27664,0.0,21.0,3.0,0.0,0.0,3,tariff_25,True,24.0,0
49671,user_27670,0.0,23.0,14.0,0.0,0.0,1,tariff_24,False,37.0,0
49672,user_27671,0.0,13.0,1.0,0.0,0.0,2,tariff_25,False,14.0,0
49673,user_27682,0.0,14.0,5.0,2.0,0.0,7,tariff_7,True,21.0,1
49674,user_27695,16.0,2.0,0.0,0.0,0.0,1,tariff_15,False,18.0,1
49675,user_2770,0.0,88.0,4.0,0.0,0.0,1,tariff_25,False,92.0,1
49676,user_27700,0.0,7.0,1.0,0.0,0.0,3,tariff_1,False,8.0,1
49677,user_27708,0.0,13.0,7.0,0.0,0.0,3,tariff_14,True,20.0,1
49678,user_27709,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
49679,user_2772,0.0,3.0,1.0,0.0,0.0,1,tariff_25,False,4.0,0
49680,user_27721,7.0,46.0,6.0,1.0,0.0,5,tariff_7,True,60.0,1
49681,user_27724,0.0,2.0,1.0,0.0,0.0,3,tariff_25,False,3.0,1
49682,user_27726,0.0,6.0,0.0,0.0,0.0,1,tariff_25,False,6.0,0
49683,user_27731,0.0,15.0,3.0,0.0,0.0,3,tariff_25,False,18.0,1
49684,user_27734,0.0,20.0,10.0,0.0,0.0,7,tariff_25,False,30.0,1
49685,user_27735,0.0,1.0,1.0,0.0,0.0,1,tariff_14,False,2.0,1
49686,user_27737,0.0,24.0,6.0,0.0,0.0,1,tariff_15,False,30.0,1
49687,user_27740,25.0,13.0,0.0,0.0,0.0,7,tariff_11,True,38.0,1
49688,user_27743,0.0,24.0,1.0,0.0,0.0,1,tariff_2,True,25.0,0
49689,user_27747,0.0,1.0,0.0,0.0,0.0,4,tariff_15,True,1.0,1
49690,user_27749,5.0,5.0,0.0,0.0,0.0,4,tariff_14,True,10.0,1
49691,user_2775,0.0,8.0,3.0,0.0,1.0,4,tariff_15,False,12.0,0
49692,user_27751,0.0,3.0,0.0,0.0,0.0,1,tariff_14,True,3.0,1
49693,user_27752,0.0,8.0,2.0,2.0,0.0,1,tariff_25,False,12.0,0
49694,user_27759,0.0,190.0,53.0,7.0,0.0,6,tariff_10,False,250.0,1
49695,user_27761,0.0,3.0,2.0,1.0,0.0,6,tariff_25,False,6.0,1
49696,user_27762,0.0,1.0,1.0,0.0,0.0,4,tariff_15,False,2.0,1
49697,user_27763,0.0,12.0,2.0,0.0,0.0,5,tariff_15,True,14.0,1
49698,user_27765,0.0,1.0,1.0,0.0,0.0,4,tariff_25,False,2.0,1
49699,user_27767,0.0,21.0,11.0,5.0,0.0,6,tariff_4,False,37.0,1
49700,user_27770,0.0,6.0,1.0,0.0,0.0,6,tariff_7,True,7.0,1
49701,user_27775,0.0,118.0,30.0,1.0,8.0,6,tariff_7,True,157.0,1
49702,user_2778,0.0,4.0,2.0,0.0,0.0,1,tariff_15,False,6.0,0
49703,user_27781,0.0,22.0,4.0,0.0,0.0,6,tariff_15,False,26.0,1
49704,user_27787,0.0,3.0,3.0,0.0,0.0,7,tariff_25,True,6.0,1
49705,user_27799,0.0,11.0,8.0,1.0,0.0,1,tariff_2,False,20.0,1
49706,user_278,0.0,4.0,1.0,0.0,0.0,2,tariff_10,False,5.0,0
49707,user_2780,0.0,5.0,5.0,0.0,0.0,2,tariff_25,False,10.0,0
49708,user_27800,0.0,45.0,12.0,0.0,2.0,6,tariff_25,True,59.0,1
49709,user_27803,0.0,1.0,1.0,1.0,0.0,5,tariff_25,False,3.0,0
49710,user_27806,0.0,1.0,1.0,0.0,0.0,2,tariff_25,False,2.0,0
49711,user_27807,0.0,2.0,1.0,0.0,0.0,3,tariff_25,False,3.0,0
49712,user_27808,0.0,18.0,2.0,0.0,1.0,5,tariff_7,True,21.0,1
49713,user_2781,0.0,15.0,5.0,1.0,0.0,4,tariff_15,True,21.0,1
49714,user_27814,0.0,12.0,5.0,0.0,0.0,3,tariff_14,True,17.0,1
49715,user_27818,0.0,5.0,3.0,0.0,0.0,1,tariff_20,False,8.0,0
49716,user_27821,0.0,21.0,7.0,2.0,0.0,6,tariff_25,False,30.0,1
49717,user_27822,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,1
49718,user_27823,0.0,3.0,2.0,2.0,0.0,5,tariff_25,False,7.0,1
49719,user_27826,0.0,25.0,13.0,0.0,0.0,7,tariff_7,True,38.0,1
49720,user_27827,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
49721,user_27830,0.0,1.0,0.0,0.0,0.0,1,tariff_25,False,1.0,0
